"OBJECTID","LAYER_NAME","FEATURE_VALUE"
104533,CENSUSBLOCK,"4000"
104534,CENSUSBLOCK,"4000"
104535,CENSUSBLOCK,"4000"
104536,CENSUSBLOCK,"4000"
104537,CENSUSBLOCK,"4000"
104538,CENSUSBLOCK,"4000"
104539,CENSUSBLOCK,"4000"
104540,CENSUSBLOCK,"4000"
104541,CENSUSBLOCK,"4000"
104542,CENSUSBLOCK,"4000"
104543,CENSUSBLOCK,"4000"
104544,CENSUSBLOCK,"4000"
104545,CENSUSBLOCK,"4000"
104546,CENSUSBLOCK,"4000"
104547,CENSUSBLOCK,"4000"
104548,CENSUSBLOCK,"4000"
104549,CENSUSBLOCK,"4000"
104550,CENSUSBLOCK,"4000"
104551,CENSUSBLOCK,"4000"
104552,CENSUSBLOCK,"4000"
104553,CENSUSBLOCK,"4000"
104554,CENSUSBLOCK,"4000"
104555,CENSUSBLOCK,"4000"
104556,CENSUSBLOCK,"4000"
104557,CENSUSBLOCK,"4000"
104558,CENSUSBLOCK,"4000"
104559,CENSUSBLOCK,"4000"
104560,CENSUSBLOCK,"4000"
104561,CENSUSBLOCK,"4000"
104562,CENSUSBLOCK,"4000"
104563,CENSUSBLOCK,"4000"
104564,CENSUSBLOCK,"4000"
104565,CENSUSBLOCK,"4000"
104566,CENSUSBLOCK,"4000"
104567,CENSUSBLOCK,"4000"
104568,CENSUSBLOCK,"4000"
104569,CENSUSBLOCK,"4000"
104570,CENSUSBLOCK,"4000"
104571,CENSUSBLOCK,"4000"
104572,CENSUSBLOCK,"4000"
104573,CENSUSBLOCK,"4000"
104574,CENSUSBLOCK,"4000"
104575,CENSUSBLOCK,"4000"
104576,CENSUSBLOCK,"4000"
104577,CENSUSBLOCK,"4000"
104578,CENSUSBLOCK,"4000"
104579,CENSUSBLOCK,"4000"
104580,CENSUSBLOCK,"4000"
104581,CENSUSBLOCK,"4000"
104582,CENSUSBLOCK,"4000"
104583,CENSUSBLOCK,"4000"
104584,CENSUSBLOCK,"4000"
104585,CENSUSBLOCK,"4000"
104586,CENSUSBLOCK,"4000"
104587,CENSUSBLOCK,"4000"
104588,CENSUSBLOCK,"4000"
104589,CENSUSBLOCK,"4000"
104590,CENSUSBLOCK,"4000"
104591,CENSUSBLOCK,"4000"
104592,CENSUSBLOCK,"4000"
104593,CENSUSBLOCK,"4000"
104594,CENSUSBLOCK,"4000"
104595,CENSUSBLOCK,"4000"
104596,CENSUSBLOCK,"4000"
104597,CENSUSBLOCK,"4000"
104598,CENSUSBLOCK,"4000"
104599,CENSUSBLOCK,"4000"
104600,CENSUSBLOCK,"4000"
104601,CENSUSBLOCK,"4000"
104602,CENSUSBLOCK,"4000"
104603,CENSUSBLOCK,"4000"
104604,CENSUSBLOCK,"4000"
104605,CENSUSBLOCK,"4000"
104606,CENSUSBLOCK,"4000"
104607,CENSUSBLOCK,"4000"
104402,CENSUSBLOCK,"3007"
104403,CENSUSBLOCK,"3007"
104404,CENSUSBLOCK,"3007"
104405,CENSUSBLOCK,"3007"
104406,CENSUSBLOCK,"3007"
104407,CENSUSBLOCK,"3007"
104408,CENSUSBLOCK,"3007"
104409,CENSUSBLOCK,"3007"
104410,CENSUSBLOCK,"3007"
104411,CENSUSBLOCK,"3007"
104412,CENSUSBLOCK,"3007"
104413,CENSUSBLOCK,"3007"
104414,CENSUSBLOCK,"3007"
104415,CENSUSBLOCK,"3007"
104416,CENSUSBLOCK,"3007"
104417,CENSUSBLOCK,"3007"
104418,CENSUSBLOCK,"3007"
104419,CENSUSBLOCK,"3007"
104420,CENSUSBLOCK,"3007"
104421,CENSUSBLOCK,"3007"
104422,CENSUSBLOCK,"3007"
104423,CENSUSBLOCK,"3008"
104424,CENSUSBLOCK,"3008"
104425,CENSUSBLOCK,"3008"
104426,CENSUSBLOCK,"3008"
104427,CENSUSBLOCK,"3008"
104428,CENSUSBLOCK,"3008"
104429,CENSUSBLOCK,"3008"
104430,CENSUSBLOCK,"3008"
104431,CENSUSBLOCK,"3008"
104432,CENSUSBLOCK,"3008"
104433,CENSUSBLOCK,"3008"
104434,CENSUSBLOCK,"3008"
104435,CENSUSBLOCK,"3008"
104436,CENSUSBLOCK,"3008"
104437,CENSUSBLOCK,"3008"
104438,CENSUSBLOCK,"3008"
104439,CENSUSBLOCK,"3008"
104440,CENSUSBLOCK,"3008"
104441,CENSUSBLOCK,"3008"
104442,CENSUSBLOCK,"3008"
104443,CENSUSBLOCK,"3008"
104444,CENSUSBLOCK,"3009"
104445,CENSUSBLOCK,"3009"
104446,CENSUSBLOCK,"3009"
104447,CENSUSBLOCK,"3009"
104448,CENSUSBLOCK,"3009"
104449,CENSUSBLOCK,"3009"
104450,CENSUSBLOCK,"3009"
104451,CENSUSBLOCK,"3009"
104452,CENSUSBLOCK,"3009"
104453,CENSUSBLOCK,"3009"
104454,CENSUSBLOCK,"3009"
104455,CENSUSBLOCK,"3009"
104456,CENSUSBLOCK,"3009"
104457,CENSUSBLOCK,"3009"
104458,CENSUSBLOCK,"3010"
104459,CENSUSBLOCK,"3010"
104460,CENSUSBLOCK,"3010"
104461,CENSUSBLOCK,"3010"
104462,CENSUSBLOCK,"3010"
104463,CENSUSBLOCK,"3010"
104464,CENSUSBLOCK,"3010"
104465,CENSUSBLOCK,"3010"
104466,CENSUSBLOCK,"3010"
104467,CENSUSBLOCK,"3010"
104468,CENSUSBLOCK,"3010"
104469,CENSUSBLOCK,"3010"
104470,CENSUSBLOCK,"3011"
104471,CENSUSBLOCK,"3011"
104472,CENSUSBLOCK,"3011"
104473,CENSUSBLOCK,"3011"
104474,CENSUSBLOCK,"3011"
104475,CENSUSBLOCK,"3011"
104476,CENSUSBLOCK,"3011"
104477,CENSUSBLOCK,"3011"
104478,CENSUSBLOCK,"3011"
104479,CENSUSBLOCK,"3011"
104480,CENSUSBLOCK,"3012"
104481,CENSUSBLOCK,"3012"
104482,CENSUSBLOCK,"3012"
104483,CENSUSBLOCK,"3012"
104484,CENSUSBLOCK,"3012"
104485,CENSUSBLOCK,"3012"
104486,CENSUSBLOCK,"3012"
104487,CENSUSBLOCK,"3012"
104488,CENSUSBLOCK,"3012"
104489,CENSUSBLOCK,"3013"
104490,CENSUSBLOCK,"3013"
104491,CENSUSBLOCK,"3013"
104492,CENSUSBLOCK,"3013"
104493,CENSUSBLOCK,"3013"
104494,CENSUSBLOCK,"3013"
104495,CENSUSBLOCK,"3013"
104496,CENSUSBLOCK,"3014"
104497,CENSUSBLOCK,"3014"
104498,CENSUSBLOCK,"3014"
104499,CENSUSBLOCK,"3014"
104289,CENSUSBLOCK,"3004"
104290,CENSUSBLOCK,"3004"
104291,CENSUSBLOCK,"3004"
104292,CENSUSBLOCK,"3004"
104293,CENSUSBLOCK,"3004"
104294,CENSUSBLOCK,"3004"
104295,CENSUSBLOCK,"3004"
104296,CENSUSBLOCK,"3005"
104297,CENSUSBLOCK,"3005"
104298,CENSUSBLOCK,"3005"
104299,CENSUSBLOCK,"3005"
104300,CENSUSBLOCK,"3005"
105669,CENSUSBLOCK,"1001"
105670,CENSUSBLOCK,"1001"
105671,CENSUSBLOCK,"1001"
105672,CENSUSBLOCK,"1001"
105673,CENSUSBLOCK,"1001"
105674,CENSUSBLOCK,"1001"
105675,CENSUSBLOCK,"1001"
105676,CENSUSBLOCK,"1001"
105677,CENSUSBLOCK,"1001"
105678,CENSUSBLOCK,"1001"
105679,CENSUSBLOCK,"1001"
105680,CENSUSBLOCK,"1001"
105681,CENSUSBLOCK,"1001"
105682,CENSUSBLOCK,"1001"
105683,CENSUSBLOCK,"1001"
105684,CENSUSBLOCK,"1001"
105685,CENSUSBLOCK,"1001"
105686,CENSUSBLOCK,"1001"
105687,CENSUSBLOCK,"1001"
105688,CENSUSBLOCK,"1001"
105689,CENSUSBLOCK,"1001"
105690,CENSUSBLOCK,"1001"
105691,CENSUSBLOCK,"1001"
105692,CENSUSBLOCK,"1001"
105693,CENSUSBLOCK,"1001"
105694,CENSUSBLOCK,"1002"
105695,CENSUSBLOCK,"1002"
105696,CENSUSBLOCK,"1002"
105697,CENSUSBLOCK,"1002"
105698,CENSUSBLOCK,"1002"
105699,CENSUSBLOCK,"1002"
105700,CENSUSBLOCK,"1002"
105701,CENSUSBLOCK,"1002"
105702,CENSUSBLOCK,"1002"
105703,CENSUSBLOCK,"1002"
105704,CENSUSBLOCK,"1002"
105705,CENSUSBLOCK,"1002"
105706,CENSUSBLOCK,"1002"
105707,CENSUSBLOCK,"1002"
105708,CENSUSBLOCK,"1002"
105709,CENSUSBLOCK,"1002"
105710,CENSUSBLOCK,"1002"
105711,CENSUSBLOCK,"1002"
105712,CENSUSBLOCK,"1002"
105713,CENSUSBLOCK,"1002"
105714,CENSUSBLOCK,"1002"
105715,CENSUSBLOCK,"1002"
105716,CENSUSBLOCK,"1002"
105717,CENSUSBLOCK,"1002"
105718,CENSUSBLOCK,"1002"
105719,CENSUSBLOCK,"1002"
105720,CENSUSBLOCK,"1002"
105721,CENSUSBLOCK,"1002"
105722,CENSUSBLOCK,"1002"
105723,CENSUSBLOCK,"1002"
105724,CENSUSBLOCK,"1002"
105725,CENSUSBLOCK,"1002"
105726,CENSUSBLOCK,"1002"
105727,CENSUSBLOCK,"1002"
105728,CENSUSBLOCK,"1002"
105729,CENSUSBLOCK,"1002"
105730,CENSUSBLOCK,"1002"
105731,CENSUSBLOCK,"1002"
105732,CENSUSBLOCK,"1002"
105733,CENSUSBLOCK,"1002"
105734,CENSUSBLOCK,"1002"
105735,CENSUSBLOCK,"1002"
105736,CENSUSBLOCK,"1002"
105737,CENSUSBLOCK,"1002"
105738,CENSUSBLOCK,"1002"
105739,CENSUSBLOCK,"1002"
105740,CENSUSBLOCK,"1002"
105741,CENSUSBLOCK,"1002"
105742,CENSUSBLOCK,"1002"
105743,CENSUSBLOCK,"1002"
105744,CENSUSBLOCK,"1002"
105745,CENSUSBLOCK,"1002"
105746,CENSUSBLOCK,"1002"
105747,CENSUSBLOCK,"1002"
105748,CENSUSBLOCK,"1002"
105749,CENSUSBLOCK,"1002"
105750,CENSUSBLOCK,"1002"
105751,CENSUSBLOCK,"1002"
105752,CENSUSBLOCK,"1002"
105753,CENSUSBLOCK,"1002"
105754,CENSUSBLOCK,"1002"
105755,CENSUSBLOCK,"1002"
105756,CENSUSBLOCK,"1002"
105757,CENSUSBLOCK,"1002"
105758,CENSUSBLOCK,"1002"
105759,CENSUSBLOCK,"1002"
105760,CENSUSBLOCK,"1002"
105761,CENSUSBLOCK,"1002"
105762,CENSUSBLOCK,"1002"
105763,CENSUSBLOCK,"1002"
105764,CENSUSBLOCK,"1002"
105765,CENSUSBLOCK,"1002"
105766,CENSUSBLOCK,"1002"
105578,CENSUSBLOCK,"1001"
105579,CENSUSBLOCK,"1001"
105580,CENSUSBLOCK,"1001"
105581,CENSUSBLOCK,"1001"
105582,CENSUSBLOCK,"1001"
105583,CENSUSBLOCK,"1001"
105584,CENSUSBLOCK,"1001"
105585,CENSUSBLOCK,"1001"
105586,CENSUSBLOCK,"1001"
105587,CENSUSBLOCK,"1001"
105588,CENSUSBLOCK,"1001"
105589,CENSUSBLOCK,"1001"
105590,CENSUSBLOCK,"1001"
105591,CENSUSBLOCK,"1001"
105592,CENSUSBLOCK,"1001"
105593,CENSUSBLOCK,"1001"
105594,CENSUSBLOCK,"1001"
105595,CENSUSBLOCK,"1001"
105596,CENSUSBLOCK,"1001"
105597,CENSUSBLOCK,"1001"
105598,CENSUSBLOCK,"1001"
105599,CENSUSBLOCK,"1001"
105600,CENSUSBLOCK,"1001"
105601,CENSUSBLOCK,"1001"
105602,CENSUSBLOCK,"1001"
105603,CENSUSBLOCK,"1001"
105604,CENSUSBLOCK,"1001"
105605,CENSUSBLOCK,"1001"
105606,CENSUSBLOCK,"1001"
105607,CENSUSBLOCK,"1001"
105608,CENSUSBLOCK,"1001"
105609,CENSUSBLOCK,"1001"
105610,CENSUSBLOCK,"1001"
105611,CENSUSBLOCK,"1001"
105612,CENSUSBLOCK,"1001"
105613,CENSUSBLOCK,"1001"
105614,CENSUSBLOCK,"1001"
105615,CENSUSBLOCK,"1001"
105616,CENSUSBLOCK,"1001"
105617,CENSUSBLOCK,"1001"
105618,CENSUSBLOCK,"1001"
105619,CENSUSBLOCK,"1001"
105620,CENSUSBLOCK,"1001"
105621,CENSUSBLOCK,"1001"
105622,CENSUSBLOCK,"1001"
105623,CENSUSBLOCK,"1001"
105624,CENSUSBLOCK,"1001"
105625,CENSUSBLOCK,"1001"
105626,CENSUSBLOCK,"1001"
105627,CENSUSBLOCK,"1001"
105628,CENSUSBLOCK,"1001"
105629,CENSUSBLOCK,"1001"
105630,CENSUSBLOCK,"1001"
105631,CENSUSBLOCK,"1001"
105632,CENSUSBLOCK,"1001"
105633,CENSUSBLOCK,"1001"
105634,CENSUSBLOCK,"1001"
105635,CENSUSBLOCK,"1001"
105636,CENSUSBLOCK,"1001"
105637,CENSUSBLOCK,"1001"
105638,CENSUSBLOCK,"1001"
105639,CENSUSBLOCK,"1001"
105640,CENSUSBLOCK,"1001"
105641,CENSUSBLOCK,"1001"
105642,CENSUSBLOCK,"1001"
105643,CENSUSBLOCK,"1001"
105644,CENSUSBLOCK,"1001"
105645,CENSUSBLOCK,"1001"
105646,CENSUSBLOCK,"1001"
105647,CENSUSBLOCK,"1001"
105648,CENSUSBLOCK,"1001"
105649,CENSUSBLOCK,"1001"
105650,CENSUSBLOCK,"1001"
105651,CENSUSBLOCK,"1001"
105652,CENSUSBLOCK,"1001"
105653,CENSUSBLOCK,"1001"
105654,CENSUSBLOCK,"1001"
105655,CENSUSBLOCK,"1001"
105656,CENSUSBLOCK,"1001"
105657,CENSUSBLOCK,"1001"
105658,CENSUSBLOCK,"1001"
105659,CENSUSBLOCK,"1001"
105660,CENSUSBLOCK,"1001"
105661,CENSUSBLOCK,"1001"
105662,CENSUSBLOCK,"1001"
105663,CENSUSBLOCK,"1001"
105664,CENSUSBLOCK,"1001"
105665,CENSUSBLOCK,"1001"
105666,CENSUSBLOCK,"1001"
105667,CENSUSBLOCK,"1001"
105488,CENSUSBLOCK,"1001"
105489,CENSUSBLOCK,"1001"
105490,CENSUSBLOCK,"1001"
105491,CENSUSBLOCK,"1001"
105492,CENSUSBLOCK,"1001"
105493,CENSUSBLOCK,"1001"
105494,CENSUSBLOCK,"1001"
105495,CENSUSBLOCK,"1001"
105496,CENSUSBLOCK,"1001"
105497,CENSUSBLOCK,"1001"
105498,CENSUSBLOCK,"1001"
105499,CENSUSBLOCK,"1001"
105500,CENSUSBLOCK,"1001"
105501,CENSUSBLOCK,"1001"
105502,CENSUSBLOCK,"1001"
105503,CENSUSBLOCK,"1001"
105504,CENSUSBLOCK,"1001"
105505,CENSUSBLOCK,"1001"
105506,CENSUSBLOCK,"1001"
105507,CENSUSBLOCK,"1001"
105508,CENSUSBLOCK,"1001"
105509,CENSUSBLOCK,"1001"
105510,CENSUSBLOCK,"1001"
105511,CENSUSBLOCK,"1001"
105512,CENSUSBLOCK,"1001"
105513,CENSUSBLOCK,"1001"
105514,CENSUSBLOCK,"1001"
105515,CENSUSBLOCK,"1001"
105516,CENSUSBLOCK,"1001"
105517,CENSUSBLOCK,"1001"
105518,CENSUSBLOCK,"1001"
105519,CENSUSBLOCK,"1001"
105520,CENSUSBLOCK,"1001"
105521,CENSUSBLOCK,"1001"
105522,CENSUSBLOCK,"1001"
105523,CENSUSBLOCK,"1001"
105524,CENSUSBLOCK,"1001"
105525,CENSUSBLOCK,"1001"
105526,CENSUSBLOCK,"1001"
105527,CENSUSBLOCK,"1001"
105528,CENSUSBLOCK,"1001"
105529,CENSUSBLOCK,"1001"
105530,CENSUSBLOCK,"1001"
105531,CENSUSBLOCK,"1001"
105532,CENSUSBLOCK,"1001"
105533,CENSUSBLOCK,"1001"
105534,CENSUSBLOCK,"1001"
105535,CENSUSBLOCK,"1001"
105536,CENSUSBLOCK,"1001"
105537,CENSUSBLOCK,"1001"
105538,CENSUSBLOCK,"1001"
105539,CENSUSBLOCK,"1001"
105540,CENSUSBLOCK,"1001"
105541,CENSUSBLOCK,"1001"
105542,CENSUSBLOCK,"1001"
105543,CENSUSBLOCK,"1001"
105544,CENSUSBLOCK,"1001"
105545,CENSUSBLOCK,"1001"
105546,CENSUSBLOCK,"1001"
105547,CENSUSBLOCK,"1001"
105548,CENSUSBLOCK,"1001"
105549,CENSUSBLOCK,"1001"
105550,CENSUSBLOCK,"1001"
105551,CENSUSBLOCK,"1001"
105552,CENSUSBLOCK,"1001"
105553,CENSUSBLOCK,"1001"
105554,CENSUSBLOCK,"1001"
105555,CENSUSBLOCK,"1001"
105556,CENSUSBLOCK,"1001"
105557,CENSUSBLOCK,"1001"
105558,CENSUSBLOCK,"1001"
105559,CENSUSBLOCK,"1001"
105560,CENSUSBLOCK,"1001"
105561,CENSUSBLOCK,"1001"
105562,CENSUSBLOCK,"1001"
105563,CENSUSBLOCK,"1001"
105564,CENSUSBLOCK,"1001"
105565,CENSUSBLOCK,"1001"
105566,CENSUSBLOCK,"1001"
105567,CENSUSBLOCK,"1001"
105568,CENSUSBLOCK,"1001"
105569,CENSUSBLOCK,"1001"
105570,CENSUSBLOCK,"1001"
105571,CENSUSBLOCK,"1001"
105572,CENSUSBLOCK,"1001"
105573,CENSUSBLOCK,"1001"
105574,CENSUSBLOCK,"1001"
105575,CENSUSBLOCK,"1001"
105576,CENSUSBLOCK,"1001"
105577,CENSUSBLOCK,"1001"
105392,CENSUSBLOCK,"1000"
105393,CENSUSBLOCK,"1000"
105394,CENSUSBLOCK,"1000"
105395,CENSUSBLOCK,"1000"
105396,CENSUSBLOCK,"1000"
105397,CENSUSBLOCK,"1000"
105398,CENSUSBLOCK,"1000"
105399,CENSUSBLOCK,"1000"
105400,CENSUSBLOCK,"1000"
105401,CENSUSBLOCK,"1000"
105402,CENSUSBLOCK,"1000"
105403,CENSUSBLOCK,"1000"
105404,CENSUSBLOCK,"1000"
105405,CENSUSBLOCK,"1000"
105406,CENSUSBLOCK,"1000"
105407,CENSUSBLOCK,"1000"
105408,CENSUSBLOCK,"1000"
105409,CENSUSBLOCK,"1000"
105410,CENSUSBLOCK,"1000"
105411,CENSUSBLOCK,"1000"
105412,CENSUSBLOCK,"1000"
105413,CENSUSBLOCK,"1000"
105414,CENSUSBLOCK,"1000"
105415,CENSUSBLOCK,"1000"
105416,CENSUSBLOCK,"1000"
105417,CENSUSBLOCK,"1000"
105418,CENSUSBLOCK,"1000"
105419,CENSUSBLOCK,"1000"
105420,CENSUSBLOCK,"1000"
105421,CENSUSBLOCK,"1000"
105422,CENSUSBLOCK,"1000"
105423,CENSUSBLOCK,"1000"
105424,CENSUSBLOCK,"1000"
105425,CENSUSBLOCK,"1000"
105426,CENSUSBLOCK,"1000"
105427,CENSUSBLOCK,"1000"
105428,CENSUSBLOCK,"1000"
105429,CENSUSBLOCK,"1000"
105430,CENSUSBLOCK,"1000"
105431,CENSUSBLOCK,"1000"
105432,CENSUSBLOCK,"1000"
105433,CENSUSBLOCK,"1000"
105434,CENSUSBLOCK,"1000"
105435,CENSUSBLOCK,"1000"
105436,CENSUSBLOCK,"1000"
105437,CENSUSBLOCK,"1001"
105438,CENSUSBLOCK,"1001"
105439,CENSUSBLOCK,"1001"
105440,CENSUSBLOCK,"1001"
105441,CENSUSBLOCK,"1001"
105442,CENSUSBLOCK,"1001"
105443,CENSUSBLOCK,"1001"
105444,CENSUSBLOCK,"1001"
105445,CENSUSBLOCK,"1001"
105446,CENSUSBLOCK,"1001"
105447,CENSUSBLOCK,"1001"
105448,CENSUSBLOCK,"1001"
105449,CENSUSBLOCK,"1001"
105450,CENSUSBLOCK,"1001"
105451,CENSUSBLOCK,"1001"
105452,CENSUSBLOCK,"1001"
105453,CENSUSBLOCK,"1001"
105454,CENSUSBLOCK,"1001"
105455,CENSUSBLOCK,"1001"
105456,CENSUSBLOCK,"1001"
105457,CENSUSBLOCK,"1001"
105458,CENSUSBLOCK,"1001"
105459,CENSUSBLOCK,"1001"
105460,CENSUSBLOCK,"1001"
105461,CENSUSBLOCK,"1001"
105462,CENSUSBLOCK,"1001"
105463,CENSUSBLOCK,"1001"
105464,CENSUSBLOCK,"1001"
105465,CENSUSBLOCK,"1001"
105466,CENSUSBLOCK,"1001"
105467,CENSUSBLOCK,"1001"
105468,CENSUSBLOCK,"1001"
105469,CENSUSBLOCK,"1001"
105470,CENSUSBLOCK,"1001"
105471,CENSUSBLOCK,"1001"
105472,CENSUSBLOCK,"1001"
105473,CENSUSBLOCK,"1001"
105474,CENSUSBLOCK,"1001"
105475,CENSUSBLOCK,"1001"
105476,CENSUSBLOCK,"1001"
105477,CENSUSBLOCK,"1001"
105478,CENSUSBLOCK,"1001"
105479,CENSUSBLOCK,"1001"
105480,CENSUSBLOCK,"1001"
105481,CENSUSBLOCK,"1001"
105482,CENSUSBLOCK,"1001"
105483,CENSUSBLOCK,"1001"
105484,CENSUSBLOCK,"1001"
105485,CENSUSBLOCK,"1001"
105486,CENSUSBLOCK,"1001"
105487,CENSUSBLOCK,"1001"
105315,CENSUSBLOCK,"1000"
105316,CENSUSBLOCK,"1000"
105317,CENSUSBLOCK,"1000"
105318,CENSUSBLOCK,"1000"
105319,CENSUSBLOCK,"1000"
105320,CENSUSBLOCK,"1000"
105321,CENSUSBLOCK,"1000"
105322,CENSUSBLOCK,"1000"
105323,CENSUSBLOCK,"1000"
105324,CENSUSBLOCK,"1000"
105325,CENSUSBLOCK,"1000"
105326,CENSUSBLOCK,"1000"
105327,CENSUSBLOCK,"1000"
105328,CENSUSBLOCK,"1000"
105329,CENSUSBLOCK,"1000"
105330,CENSUSBLOCK,"1000"
105331,CENSUSBLOCK,"1000"
105332,CENSUSBLOCK,"1000"
105333,CENSUSBLOCK,"1000"
105334,CENSUSBLOCK,"1000"
105335,CENSUSBLOCK,"1000"
105336,CENSUSBLOCK,"1000"
105337,CENSUSBLOCK,"1000"
105338,CENSUSBLOCK,"1000"
105339,CENSUSBLOCK,"1000"
105340,CENSUSBLOCK,"1000"
105341,CENSUSBLOCK,"1000"
105342,CENSUSBLOCK,"1000"
105343,CENSUSBLOCK,"1000"
105344,CENSUSBLOCK,"1000"
105345,CENSUSBLOCK,"1000"
105346,CENSUSBLOCK,"1000"
105347,CENSUSBLOCK,"1000"
105348,CENSUSBLOCK,"1000"
105349,CENSUSBLOCK,"1000"
105350,CENSUSBLOCK,"1000"
105351,CENSUSBLOCK,"1000"
105352,CENSUSBLOCK,"1000"
105353,CENSUSBLOCK,"1000"
105354,CENSUSBLOCK,"1000"
105355,CENSUSBLOCK,"1000"
105356,CENSUSBLOCK,"1000"
105357,CENSUSBLOCK,"1000"
105358,CENSUSBLOCK,"1000"
105359,CENSUSBLOCK,"1000"
105360,CENSUSBLOCK,"1000"
105361,CENSUSBLOCK,"1000"
105362,CENSUSBLOCK,"1000"
105363,CENSUSBLOCK,"1000"
105364,CENSUSBLOCK,"1000"
105365,CENSUSBLOCK,"1000"
105366,CENSUSBLOCK,"1000"
105367,CENSUSBLOCK,"1000"
105368,CENSUSBLOCK,"1000"
105369,CENSUSBLOCK,"1000"
105370,CENSUSBLOCK,"1000"
105371,CENSUSBLOCK,"1000"
105372,CENSUSBLOCK,"1000"
105373,CENSUSBLOCK,"1000"
105374,CENSUSBLOCK,"1000"
105375,CENSUSBLOCK,"1000"
105376,CENSUSBLOCK,"1000"
105377,CENSUSBLOCK,"1000"
105378,CENSUSBLOCK,"1000"
105379,CENSUSBLOCK,"1000"
105380,CENSUSBLOCK,"1000"
105381,CENSUSBLOCK,"1000"
105382,CENSUSBLOCK,"1000"
105383,CENSUSBLOCK,"1000"
105384,CENSUSBLOCK,"1000"
105385,CENSUSBLOCK,"1000"
105386,CENSUSBLOCK,"1000"
105387,CENSUSBLOCK,"1000"
105388,CENSUSBLOCK,"1000"
105389,CENSUSBLOCK,"1000"
105390,CENSUSBLOCK,"1000"
105391,CENSUSBLOCK,"1000"
105314,CENSUSBLOCK,"1000"
105231,CENSUSBLOCK,"1000"
105232,CENSUSBLOCK,"1000"
105233,CENSUSBLOCK,"1000"
105234,CENSUSBLOCK,"1000"
105235,CENSUSBLOCK,"1000"
105236,CENSUSBLOCK,"1000"
105237,CENSUSBLOCK,"1000"
105238,CENSUSBLOCK,"1000"
105239,CENSUSBLOCK,"1000"
105240,CENSUSBLOCK,"1000"
105241,CENSUSBLOCK,"1000"
105242,CENSUSBLOCK,"1000"
105243,CENSUSBLOCK,"1000"
105244,CENSUSBLOCK,"1000"
105245,CENSUSBLOCK,"1000"
105246,CENSUSBLOCK,"1000"
105247,CENSUSBLOCK,"1000"
105248,CENSUSBLOCK,"1000"
105249,CENSUSBLOCK,"1000"
105250,CENSUSBLOCK,"1000"
105251,CENSUSBLOCK,"1000"
105252,CENSUSBLOCK,"1000"
105253,CENSUSBLOCK,"1000"
105254,CENSUSBLOCK,"1000"
105255,CENSUSBLOCK,"1000"
105256,CENSUSBLOCK,"1000"
105257,CENSUSBLOCK,"1000"
105258,CENSUSBLOCK,"1000"
105259,CENSUSBLOCK,"1000"
105260,CENSUSBLOCK,"1000"
105261,CENSUSBLOCK,"1000"
105262,CENSUSBLOCK,"1000"
105263,CENSUSBLOCK,"1000"
105264,CENSUSBLOCK,"1000"
105265,CENSUSBLOCK,"1000"
105266,CENSUSBLOCK,"1000"
105267,CENSUSBLOCK,"1000"
105268,CENSUSBLOCK,"1000"
105269,CENSUSBLOCK,"1000"
105270,CENSUSBLOCK,"1000"
105271,CENSUSBLOCK,"1000"
105272,CENSUSBLOCK,"1000"
105273,CENSUSBLOCK,"1000"
105274,CENSUSBLOCK,"1000"
105275,CENSUSBLOCK,"1000"
105276,CENSUSBLOCK,"1000"
105277,CENSUSBLOCK,"1000"
105278,CENSUSBLOCK,"1000"
105279,CENSUSBLOCK,"1000"
105280,CENSUSBLOCK,"1000"
105281,CENSUSBLOCK,"1000"
105282,CENSUSBLOCK,"1000"
105283,CENSUSBLOCK,"1000"
105284,CENSUSBLOCK,"1000"
105285,CENSUSBLOCK,"1000"
105286,CENSUSBLOCK,"1000"
105287,CENSUSBLOCK,"1000"
105288,CENSUSBLOCK,"1000"
105289,CENSUSBLOCK,"1000"
105290,CENSUSBLOCK,"1000"
105291,CENSUSBLOCK,"1000"
105292,CENSUSBLOCK,"1000"
105293,CENSUSBLOCK,"1000"
105294,CENSUSBLOCK,"1000"
105295,CENSUSBLOCK,"1000"
105296,CENSUSBLOCK,"1000"
105297,CENSUSBLOCK,"1000"
105298,CENSUSBLOCK,"1000"
105299,CENSUSBLOCK,"1000"
105300,CENSUSBLOCK,"1000"
105301,CENSUSBLOCK,"1000"
105302,CENSUSBLOCK,"1000"
105303,CENSUSBLOCK,"1000"
105304,CENSUSBLOCK,"1000"
105305,CENSUSBLOCK,"1000"
105306,CENSUSBLOCK,"1000"
105307,CENSUSBLOCK,"1000"
105308,CENSUSBLOCK,"1000"
105309,CENSUSBLOCK,"1000"
105310,CENSUSBLOCK,"1000"
105311,CENSUSBLOCK,"1000"
105312,CENSUSBLOCK,"1000"
105313,CENSUSBLOCK,"1000"
105151,CENSUSBLOCK,"0001"
105152,CENSUSBLOCK,"0001"
105153,CENSUSBLOCK,"1003"
105154,CENSUSBLOCK,"3006"
105155,CENSUSBLOCK,"1010"
105156,CENSUSBLOCK,"0001"
105157,CENSUSBLOCK,"0001"
105158,CENSUSBLOCK,"0001"
105159,CENSUSBLOCK,"0001"
105160,CENSUSBLOCK,"0001"
105161,CENSUSBLOCK,"0002"
105162,CENSUSBLOCK,"0002"
105163,CENSUSBLOCK,"0003"
105164,CENSUSBLOCK,"0003"
105165,CENSUSBLOCK,"0006"
