"OBJECTID","LAYER_NAME","FEATURE_VALUE"
123859,CENSUSBLOCK,"1010"
123860,CENSUSBLOCK,"1000"
123861,CENSUSBLOCK,"1003"
123862,CENSUSBLOCK,"1023"
123863,CENSUSBLOCK,"1024"
123864,CENSUSBLOCK,"2017"
123865,CENSUSBLOCK,"2018"
123866,CENSUSBLOCK,"1032"
123867,CENSUSBLOCK,"1033"
123868,CENSUSBLOCK,"2000"
123869,CENSUSBLOCK,"2004"
123870,CENSUSBLOCK,"3007"
123871,CENSUSBLOCK,"3006"
123872,CENSUSBLOCK,"4000"
123873,CENSUSBLOCK,"1019"
123874,CENSUSBLOCK,"4001"
123875,CENSUSBLOCK,"3009"
123876,CENSUSBLOCK,"3010"
123877,CENSUSBLOCK,"2003"
123878,CENSUSBLOCK,"2029"
123879,CENSUSBLOCK,"1002"
123880,CENSUSBLOCK,"2002"
123769,CENSUSBLOCK,"1004"
123770,CENSUSBLOCK,"1022"
123771,CENSUSBLOCK,"9003"
123772,CENSUSBLOCK,"1023"
123773,CENSUSBLOCK,"3005"
123774,CENSUSBLOCK,"1005"
123775,CENSUSBLOCK,"1007"
123776,CENSUSBLOCK,"4000"
123777,CENSUSBLOCK,"4006"
123778,CENSUSBLOCK,"4001"
123779,CENSUSBLOCK,"4002"
123780,CENSUSBLOCK,"4005"
123781,CENSUSBLOCK,"8003"
123782,CENSUSBLOCK,"1029"
123783,CENSUSBLOCK,"1030"
123784,CENSUSBLOCK,"1031"
123785,CENSUSBLOCK,"1004"
123786,CENSUSBLOCK,"1017"
123787,CENSUSBLOCK,"1004"
123788,CENSUSBLOCK,"1005"
123789,CENSUSBLOCK,"2003"
123790,CENSUSBLOCK,"2004"
123791,CENSUSBLOCK,"1007"
123792,CENSUSBLOCK,"1008"
123793,CENSUSBLOCK,"1016"
123794,CENSUSBLOCK,"0002"
123795,CENSUSBLOCK,"1013"
123796,CENSUSBLOCK,"1014"
123797,CENSUSBLOCK,"3003"
123798,CENSUSBLOCK,"3004"
123799,CENSUSBLOCK,"2003"
123800,CENSUSBLOCK,"2000"
123801,CENSUSBLOCK,"3001"
123802,CENSUSBLOCK,"2000"
123803,CENSUSBLOCK,"2001"
123804,CENSUSBLOCK,"2002"
123805,CENSUSBLOCK,"2003"
123806,CENSUSBLOCK,"3012"
123807,CENSUSBLOCK,"1011"
123808,CENSUSBLOCK,"1009"
123809,CENSUSBLOCK,"1010"
123810,CENSUSBLOCK,"2000"
123811,CENSUSBLOCK,"4000"
123812,CENSUSBLOCK,"1005"
123813,CENSUSBLOCK,"5001"
123814,CENSUSBLOCK,"5002"
123768,CENSUSBLOCK,"1008"
123815,CENSUSBLOCK,"5003"
123816,CENSUSBLOCK,"5004"
123817,CENSUSBLOCK,"4002"
123818,CENSUSBLOCK,"4003"
123819,CENSUSBLOCK,"3004"
123820,CENSUSBLOCK,"3005"
123821,CENSUSBLOCK,"3006"
123822,CENSUSBLOCK,"3007"
123823,CENSUSBLOCK,"3016"
123824,CENSUSBLOCK,"3008"
123825,CENSUSBLOCK,"3009"
123826,CENSUSBLOCK,"5000"
123827,CENSUSBLOCK,"5001"
123828,CENSUSBLOCK,"2001"
123711,CENSUSBLOCK,"6000"
123712,CENSUSBLOCK,"1001"
123713,CENSUSBLOCK,"1001"
123714,CENSUSBLOCK,"1002"
123715,CENSUSBLOCK,"5003"
123716,CENSUSBLOCK,"5006"
123717,CENSUSBLOCK,"1012"
123718,CENSUSBLOCK,"5000"
123719,CENSUSBLOCK,"1011"
123720,CENSUSBLOCK,"5001"
123721,CENSUSBLOCK,"1000"
123722,CENSUSBLOCK,"5002"
123723,CENSUSBLOCK,"3003"
123724,CENSUSBLOCK,"3004"
123725,CENSUSBLOCK,"3005"
123726,CENSUSBLOCK,"3006"
123727,CENSUSBLOCK,"1004"
123728,CENSUSBLOCK,"1010"
123729,CENSUSBLOCK,"1011"
123730,CENSUSBLOCK,"7000"
123731,CENSUSBLOCK,"7006"
123732,CENSUSBLOCK,"1005"
123733,CENSUSBLOCK,"1021"
123734,CENSUSBLOCK,"1005"
123735,CENSUSBLOCK,"1003"
123736,CENSUSBLOCK,"1001"
123737,CENSUSBLOCK,"3004"
123738,CENSUSBLOCK,"3005"
123739,CENSUSBLOCK,"1000"
123740,CENSUSBLOCK,"3007"
123741,CENSUSBLOCK,"1004"
123742,CENSUSBLOCK,"1006"
123743,CENSUSBLOCK,"1003"
123744,CENSUSBLOCK,"2000"
123745,CENSUSBLOCK,"1073"
123746,CENSUSBLOCK,"1067"
123747,CENSUSBLOCK,"1070"
123748,CENSUSBLOCK,"1068"
123749,CENSUSBLOCK,"1055"
123750,CENSUSBLOCK,"1069"
123751,CENSUSBLOCK,"1023"
123752,CENSUSBLOCK,"1018"
123753,CENSUSBLOCK,"1022"
123754,CENSUSBLOCK,"1001"
123755,CENSUSBLOCK,"2006"
123756,CENSUSBLOCK,"1000"
123757,CENSUSBLOCK,"2000"
123758,CENSUSBLOCK,"1002"
123759,CENSUSBLOCK,"1001"
123760,CENSUSBLOCK,"1001"
123761,CENSUSBLOCK,"6000"
123762,CENSUSBLOCK,"7008"
123763,CENSUSBLOCK,"7003"
123764,CENSUSBLOCK,"7012"
123765,CENSUSBLOCK,"7001"
123766,CENSUSBLOCK,"7002"
123767,CENSUSBLOCK,"1000"
123676,CENSUSBLOCK,"1018"
123677,CENSUSBLOCK,"0001"
123678,CENSUSBLOCK,"1005"
123679,CENSUSBLOCK,"1006"
123680,CENSUSBLOCK,"1006"
123681,CENSUSBLOCK,"4002"
123682,CENSUSBLOCK,"6000"
123683,CENSUSBLOCK,"4001"
123684,CENSUSBLOCK,"4001"
123685,CENSUSBLOCK,"1013"
123686,CENSUSBLOCK,"1036"
123687,CENSUSBLOCK,"1027"
123688,CENSUSBLOCK,"4004"
123689,CENSUSBLOCK,"5003"
123690,CENSUSBLOCK,"1004"
123691,CENSUSBLOCK,"5000"
123692,CENSUSBLOCK,"1002"
123693,CENSUSBLOCK,"2008"
123694,CENSUSBLOCK,"3000"
123695,CENSUSBLOCK,"5002"
123696,CENSUSBLOCK,"5003"
123697,CENSUSBLOCK,"1000"
123698,CENSUSBLOCK,"4002"
123699,CENSUSBLOCK,"5007"
123700,CENSUSBLOCK,"5009"
123701,CENSUSBLOCK,"2003"
123702,CENSUSBLOCK,"4000"
123703,CENSUSBLOCK,"4001"
123704,CENSUSBLOCK,"4002"
123705,CENSUSBLOCK,"4003"
123706,CENSUSBLOCK,"1008"
123707,CENSUSBLOCK,"5008"
123708,CENSUSBLOCK,"5012"
123709,CENSUSBLOCK,"5005"
123710,CENSUSBLOCK,"1003"
123635,CENSUSBLOCK,"1010"
123636,CENSUSBLOCK,"1011"
123637,CENSUSBLOCK,"1004"
123638,CENSUSBLOCK,"1012"
123639,CENSUSBLOCK,"1005"
123640,CENSUSBLOCK,"1006"
123641,CENSUSBLOCK,"1000"
123642,CENSUSBLOCK,"1001"
123643,CENSUSBLOCK,"1002"
123644,CENSUSBLOCK,"3000"
123645,CENSUSBLOCK,"2000"
123646,CENSUSBLOCK,"6000"
123647,CENSUSBLOCK,"4001"
123648,CENSUSBLOCK,"4002"
123649,CENSUSBLOCK,"4004"
123650,CENSUSBLOCK,"5002"
123651,CENSUSBLOCK,"4009"
123652,CENSUSBLOCK,"5000"
123653,CENSUSBLOCK,"1011"
123654,CENSUSBLOCK,"5007"
123655,CENSUSBLOCK,"1042"
123656,CENSUSBLOCK,"1020"
123657,CENSUSBLOCK,"1003"
123658,CENSUSBLOCK,"1030"
123659,CENSUSBLOCK,"1004"
123660,CENSUSBLOCK,"1008"
123661,CENSUSBLOCK,"2001"
123662,CENSUSBLOCK,"3000"
123663,CENSUSBLOCK,"1031"
123664,CENSUSBLOCK,"1032"
123665,CENSUSBLOCK,"1001"
123666,CENSUSBLOCK,"1009"
123667,CENSUSBLOCK,"1028"
123668,CENSUSBLOCK,"1007"
123669,CENSUSBLOCK,"1020"
123670,CENSUSBLOCK,"1001"
123671,CENSUSBLOCK,"0003"
123672,CENSUSBLOCK,"0004"
123673,CENSUSBLOCK,"0001"
123674,CENSUSBLOCK,"0001"
123675,CENSUSBLOCK,"1012"
130325,CENSUSTRACT,"230"
130326,CENSUSTRACT,"169"
123587,CENSUSBLOCK,"2006"
123588,CENSUSBLOCK,"2007"
123589,CENSUSBLOCK,"4001"
123590,CENSUSBLOCK,"4016"
123591,CENSUSBLOCK,"1010"
123592,CENSUSBLOCK,"1005"
123593,CENSUSBLOCK,"1006"
123594,CENSUSBLOCK,"2001"
123595,CENSUSBLOCK,"1011"
123596,CENSUSBLOCK,"2006"
123597,CENSUSBLOCK,"1008"
123598,CENSUSBLOCK,"1001"
123599,CENSUSBLOCK,"1014"
123600,CENSUSBLOCK,"1000"
123601,CENSUSBLOCK,"2004"
123602,CENSUSBLOCK,"2003"
123603,CENSUSBLOCK,"1010"
123604,CENSUSBLOCK,"1030"
123605,CENSUSBLOCK,"1017"
123606,CENSUSBLOCK,"1001"
123607,CENSUSBLOCK,"1018"
123608,CENSUSBLOCK,"1025"
123273,CENSUSBLOCK,"1037"
123274,CENSUSBLOCK,"1018"
123275,CENSUSBLOCK,"1019"
123276,CENSUSBLOCK,"1021"
123277,CENSUSBLOCK,"4006"
123278,CENSUSBLOCK,"4009"
123279,CENSUSBLOCK,"2003"
123280,CENSUSBLOCK,"2006"
123281,CENSUSBLOCK,"2007"
123282,CENSUSBLOCK,"3008"
123283,CENSUSBLOCK,"1003"
123284,CENSUSBLOCK,"1011"
123285,CENSUSBLOCK,"2006"
123286,CENSUSBLOCK,"2007"
123287,CENSUSBLOCK,"2008"
123288,CENSUSBLOCK,"2009"
123289,CENSUSBLOCK,"2001"
123290,CENSUSBLOCK,"2002"
123291,CENSUSBLOCK,"2002"
123292,CENSUSBLOCK,"3000"
123293,CENSUSBLOCK,"3007"
123294,CENSUSBLOCK,"3008"
123295,CENSUSBLOCK,"1027"
123296,CENSUSBLOCK,"1003"
123297,CENSUSBLOCK,"1020"
123298,CENSUSBLOCK,"1020"
123299,CENSUSBLOCK,"1001"
123300,CENSUSBLOCK,"1002"
123301,CENSUSBLOCK,"1005"
123302,CENSUSBLOCK,"1007"
123303,CENSUSBLOCK,"2005"
123304,CENSUSBLOCK,"2001"
123305,CENSUSBLOCK,"3004"
123306,CENSUSBLOCK,"1000"
123307,CENSUSBLOCK,"1000"
123308,CENSUSBLOCK,"1001"
123309,CENSUSBLOCK,"2003"
123310,CENSUSBLOCK,"1021"
123311,CENSUSBLOCK,"3006"
123312,CENSUSBLOCK,"2000"
123313,CENSUSBLOCK,"2004"
123314,CENSUSBLOCK,"3027"
123315,CENSUSBLOCK,"1007"
123316,CENSUSBLOCK,"1006"
123317,CENSUSBLOCK,"1007"
123318,CENSUSBLOCK,"1044"
123319,CENSUSBLOCK,"1045"
123320,CENSUSBLOCK,"1046"
123321,CENSUSBLOCK,"1012"
123233,CENSUSBLOCK,"1010"
123113,CENSUSBLOCK,"4004"
123114,CENSUSBLOCK,"1000"
123016,CENSUSBLOCK,"3000"
123017,CENSUSBLOCK,"0003"
123018,CENSUSBLOCK,"1006"
123019,CENSUSBLOCK,"1005"
123020,CENSUSBLOCK,"1002"
123021,CENSUSBLOCK,"1016"
123022,CENSUSBLOCK,"1015"
123023,CENSUSBLOCK,"1014"
123024,CENSUSBLOCK,"1019"
123025,CENSUSBLOCK,"1009"
123026,CENSUSBLOCK,"1007"
123027,CENSUSBLOCK,"1012"
123028,CENSUSBLOCK,"1017"
123029,CENSUSBLOCK,"1018"
123030,CENSUSBLOCK,"3000"
123031,CENSUSBLOCK,"0002"
123032,CENSUSBLOCK,"1000"
123033,CENSUSBLOCK,"1010"
123034,CENSUSBLOCK,"1013"
123035,CENSUSBLOCK,"1000"
123036,CENSUSBLOCK,"1001"
123037,CENSUSBLOCK,"1002"
123038,CENSUSBLOCK,"1006"
123039,CENSUSBLOCK,"1007"
123040,CENSUSBLOCK,"1000"
123041,CENSUSBLOCK,"2000"
123042,CENSUSBLOCK,"3000"
123043,CENSUSBLOCK,"1004"
123044,CENSUSBLOCK,"1005"
123045,CENSUSBLOCK,"3000"
123046,CENSUSBLOCK,"3001"
123047,CENSUSBLOCK,"3002"
123048,CENSUSBLOCK,"3003"
123049,CENSUSBLOCK,"3004"
123050,CENSUSBLOCK,"3005"
123051,CENSUSBLOCK,"3011"
123052,CENSUSBLOCK,"3012"
123053,CENSUSBLOCK,"2000"
122957,CENSUSBLOCK,"1034"
122958,CENSUSBLOCK,"1035"
122959,CENSUSBLOCK,"1018"
122960,CENSUSBLOCK,"3005"
122961,CENSUSBLOCK,"3006"
122962,CENSUSBLOCK,"2004"
122851,CENSUSBLOCK,"1022"
122852,CENSUSBLOCK,"1021"
122853,CENSUSBLOCK,"2000"
122854,CENSUSBLOCK,"2002"
122855,CENSUSBLOCK,"3003"
122856,CENSUSBLOCK,"1007"
122857,CENSUSBLOCK,"4015"
122858,CENSUSBLOCK,"1021"
122859,CENSUSBLOCK,"1022"
122860,CENSUSBLOCK,"1008"
122861,CENSUSBLOCK,"1010"
122862,CENSUSBLOCK,"1000"
122863,CENSUSBLOCK,"1000"
122864,CENSUSBLOCK,"1007"
122865,CENSUSBLOCK,"2005"
122866,CENSUSBLOCK,"2013"
122867,CENSUSBLOCK,"2018"
122868,CENSUSBLOCK,"2019"
122869,CENSUSBLOCK,"1000"
122870,CENSUSBLOCK,"1005"
122871,CENSUSBLOCK,"1004"
122872,CENSUSBLOCK,"1012"
122873,CENSUSBLOCK,"2007"
122874,CENSUSBLOCK,"2008"
122875,CENSUSBLOCK,"5008"
122876,CENSUSBLOCK,"5009"
122877,CENSUSBLOCK,"1015"
122878,CENSUSBLOCK,"1020"
122879,CENSUSBLOCK,"1004"
122880,CENSUSBLOCK,"1025"
122881,CENSUSBLOCK,"1024"
122882,CENSUSBLOCK,"1029"
122883,CENSUSBLOCK,"1000"
122884,CENSUSBLOCK,"1001"
122885,CENSUSBLOCK,"2015"
122886,CENSUSBLOCK,"0001"
122887,CENSUSBLOCK,"1004"
122888,CENSUSBLOCK,"0001"
122889,CENSUSBLOCK,"1003"
122890,CENSUSBLOCK,"1002"
122891,CENSUSBLOCK,"1003"
122892,CENSUSBLOCK,"1006"
122893,CENSUSBLOCK,"1007"
122894,CENSUSBLOCK,"2016"
122895,CENSUSBLOCK,"2017"
122896,CENSUSBLOCK,"2021"
122897,CENSUSBLOCK,"1001"
122898,CENSUSBLOCK,"1004"
122899,CENSUSBLOCK,"2000"
122900,CENSUSBLOCK,"3000"
122901,CENSUSBLOCK,"4000"
122902,CENSUSBLOCK,"1016"
122903,CENSUSBLOCK,"1000"
122904,CENSUSBLOCK,"1012"
122905,CENSUSBLOCK,"1011"
122906,CENSUSBLOCK,"2010"
122907,CENSUSBLOCK,"2011"
122908,CENSUSBLOCK,"1010"
122909,CENSUSBLOCK,"1007"
122769,CENSUSBLOCK,"1005"
122770,CENSUSBLOCK,"1006"
122771,CENSUSBLOCK,"1012"
122772,CENSUSBLOCK,"4007"
122773,CENSUSBLOCK,"4008"
122774,CENSUSBLOCK,"4026"
122775,CENSUSBLOCK,"1026"
122776,CENSUSBLOCK,"1013"
122777,CENSUSBLOCK,"1014"
122778,CENSUSBLOCK,"3001"
122779,CENSUSBLOCK,"3000"
122780,CENSUSBLOCK,"3003"
122781,CENSUSBLOCK,"1000"
122782,CENSUSBLOCK,"2002"
122783,CENSUSBLOCK,"1005"
122784,CENSUSBLOCK,"1001"
122785,CENSUSBLOCK,"1003"
122786,CENSUSBLOCK,"1005"
122787,CENSUSBLOCK,"1006"
122788,CENSUSBLOCK,"1007"
122789,CENSUSBLOCK,"1008"
122790,CENSUSBLOCK,"1009"
122791,CENSUSBLOCK,"1013"
122792,CENSUSBLOCK,"2002"
122793,CENSUSBLOCK,"2004"
122794,CENSUSBLOCK,"2005"
122795,CENSUSBLOCK,"2007"
122796,CENSUSBLOCK,"2008"
122797,CENSUSBLOCK,"2009"
122798,CENSUSBLOCK,"2010"
122799,CENSUSBLOCK,"2015"
122800,CENSUSBLOCK,"2016"
122801,CENSUSBLOCK,"2017"
122802,CENSUSBLOCK,"3000"
122803,CENSUSBLOCK,"3002"
122804,CENSUSBLOCK,"3006"
122805,CENSUSBLOCK,"3007"
122806,CENSUSBLOCK,"3008"
122807,CENSUSBLOCK,"3009"
122808,CENSUSBLOCK,"3011"
122809,CENSUSBLOCK,"3013"
122810,CENSUSBLOCK,"3014"
122811,CENSUSBLOCK,"3015"
122812,CENSUSBLOCK,"3017"
122813,CENSUSBLOCK,"3018"
122814,CENSUSBLOCK,"3020"
122815,CENSUSBLOCK,"3021"
122816,CENSUSBLOCK,"3022"
122817,CENSUSBLOCK,"4003"
122818,CENSUSBLOCK,"5009"
122819,CENSUSBLOCK,"1000"
122820,CENSUSBLOCK,"4000"
122821,CENSUSBLOCK,"1005"
122822,CENSUSBLOCK,"1006"
122823,CENSUSBLOCK,"2012"
122824,CENSUSBLOCK,"2003"
122825,CENSUSBLOCK,"2004"
122826,CENSUSBLOCK,"1012"
122827,CENSUSBLOCK,"1020"
122828,CENSUSBLOCK,"1013"
122829,CENSUSBLOCK,"1003"
122830,CENSUSBLOCK,"1000"
122831,CENSUSBLOCK,"2000"
122832,CENSUSBLOCK,"1004"
122833,CENSUSBLOCK,"2016"
122834,CENSUSBLOCK,"2011"
122835,CENSUSBLOCK,"2010"
122836,CENSUSBLOCK,"1009"
122837,CENSUSBLOCK,"3002"
122838,CENSUSBLOCK,"3001"
122839,CENSUSBLOCK,"3002"
122840,CENSUSBLOCK,"2004"
122841,CENSUSBLOCK,"2005"
122842,CENSUSBLOCK,"1007"
122843,CENSUSBLOCK,"1008"
122844,CENSUSBLOCK,"1010"
122845,CENSUSBLOCK,"1013"
122846,CENSUSBLOCK,"1006"
122847,CENSUSBLOCK,"1014"
122848,CENSUSBLOCK,"1015"
122849,CENSUSBLOCK,"1016"
122850,CENSUSBLOCK,"1016"
122691,CENSUSBLOCK,"0002"
122692,CENSUSBLOCK,"0001"
122693,CENSUSBLOCK,"1015"
122694,CENSUSBLOCK,"1020"
122695,CENSUSBLOCK,"1005"
122696,CENSUSBLOCK,"2018"
122697,CENSUSBLOCK,"2004"
122698,CENSUSBLOCK,"1014"
122699,CENSUSBLOCK,"2000"
122700,CENSUSBLOCK,"1019"
122701,CENSUSBLOCK,"4010"
122702,CENSUSBLOCK,"1018"
122703,CENSUSBLOCK,"4009"
122704,CENSUSBLOCK,"1013"
122705,CENSUSBLOCK,"4005"
122706,CENSUSBLOCK,"1008"
122707,CENSUSBLOCK,"1010"
122708,CENSUSBLOCK,"1002"
122709,CENSUSBLOCK,"0001"
122710,CENSUSBLOCK,"1000"
122711,CENSUSBLOCK,"2020"
122712,CENSUSBLOCK,"2021"
122713,CENSUSBLOCK,"1000"
122714,CENSUSBLOCK,"1001"
122715,CENSUSBLOCK,"1002"
122716,CENSUSBLOCK,"4019"
122717,CENSUSBLOCK,"3000"
122718,CENSUSBLOCK,"3002"
122719,CENSUSBLOCK,"1005"
122720,CENSUSBLOCK,"1000"
122721,CENSUSBLOCK,"1001"
122722,CENSUSBLOCK,"4000"
122723,CENSUSBLOCK,"1001"
122724,CENSUSBLOCK,"3005"
122725,CENSUSBLOCK,"2001"
122726,CENSUSBLOCK,"2000"
122727,CENSUSBLOCK,"1013"
122728,CENSUSBLOCK,"1000"
122729,CENSUSBLOCK,"1001"
122730,CENSUSBLOCK,"1015"
122731,CENSUSBLOCK,"1016"
122732,CENSUSBLOCK,"1005"
122733,CENSUSBLOCK,"1006"
122734,CENSUSBLOCK,"1012"
122735,CENSUSBLOCK,"1016"
122736,CENSUSBLOCK,"2000"
122737,CENSUSBLOCK,"1004"
122738,CENSUSBLOCK,"1001"
122739,CENSUSBLOCK,"1000"
122740,CENSUSBLOCK,"1012"
122741,CENSUSBLOCK,"1007"
122742,CENSUSBLOCK,"2008"
122743,CENSUSBLOCK,"1003"
122744,CENSUSBLOCK,"1006"
122745,CENSUSBLOCK,"1001"
122746,CENSUSBLOCK,"1006"
122747,CENSUSBLOCK,"1006"
122748,CENSUSBLOCK,"1000"
122749,CENSUSBLOCK,"1003"
122750,CENSUSBLOCK,"4002"
122751,CENSUSBLOCK,"4003"
122752,CENSUSBLOCK,"1006"
122753,CENSUSBLOCK,"1007"
122754,CENSUSBLOCK,"1007"
122755,CENSUSBLOCK,"1008"
122756,CENSUSBLOCK,"4002"
122757,CENSUSBLOCK,"6006"
122758,CENSUSBLOCK,"2004"
122759,CENSUSBLOCK,"2005"
122760,CENSUSBLOCK,"2012"
122761,CENSUSBLOCK,"2013"
122762,CENSUSBLOCK,"1059"
122763,CENSUSBLOCK,"2011"
122764,CENSUSBLOCK,"1000"
122765,CENSUSBLOCK,"1001"
122766,CENSUSBLOCK,"3004"
122767,CENSUSBLOCK,"3005"
122768,CENSUSBLOCK,"1004"
122602,CENSUSBLOCK,"7008"
122603,CENSUSBLOCK,"7008"
122604,CENSUSBLOCK,"7008"
122605,CENSUSBLOCK,"7009"
122606,CENSUSBLOCK,"7009"
122607,CENSUSBLOCK,"7009"
122608,CENSUSBLOCK,"7010"
122609,CENSUSBLOCK,"7010"
122610,CENSUSBLOCK,"7011"
122611,CENSUSBLOCK,"7011"
122612,CENSUSBLOCK,"7011"
122613,CENSUSBLOCK,"7012"
122614,CENSUSBLOCK,"7012"
122615,CENSUSBLOCK,"7013"
122616,CENSUSBLOCK,"7013"
122617,CENSUSBLOCK,"7013"
122618,CENSUSBLOCK,"7014"
122619,CENSUSBLOCK,"7015"
122620,CENSUSBLOCK,"8000"
122621,CENSUSBLOCK,"8000"
122622,CENSUSBLOCK,"8000"
122623,CENSUSBLOCK,"8001"
122624,CENSUSBLOCK,"8001"
122625,CENSUSBLOCK,"8001"
122626,CENSUSBLOCK,"8001"
122627,CENSUSBLOCK,"8002"
122628,CENSUSBLOCK,"8002"
122629,CENSUSBLOCK,"8002"
122630,CENSUSBLOCK,"8002"
122631,CENSUSBLOCK,"8003"
122632,CENSUSBLOCK,"8003"
122633,CENSUSBLOCK,"8003"
122634,CENSUSBLOCK,"8003"
122635,CENSUSBLOCK,"8004"
122636,CENSUSBLOCK,"8004"
122637,CENSUSBLOCK,"8004"
122638,CENSUSBLOCK,"8004"
122639,CENSUSBLOCK,"8005"
122640,CENSUSBLOCK,"8005"
122641,CENSUSBLOCK,"8005"
122642,CENSUSBLOCK,"8005"
122643,CENSUSBLOCK,"8006"
122644,CENSUSBLOCK,"8006"
122645,CENSUSBLOCK,"8006"
122646,CENSUSBLOCK,"8006"
122647,CENSUSBLOCK,"8007"
122648,CENSUSBLOCK,"8007"
122649,CENSUSBLOCK,"8007"
122650,CENSUSBLOCK,"8008"
122651,CENSUSBLOCK,"8008"
122652,CENSUSBLOCK,"8008"
122653,CENSUSBLOCK,"8009"
122654,CENSUSBLOCK,"8009"
122655,CENSUSBLOCK,"8009"
122656,CENSUSBLOCK,"8010"
122657,CENSUSBLOCK,"8010"
122658,CENSUSBLOCK,"8010"
122659,CENSUSBLOCK,"8011"
122660,CENSUSBLOCK,"8012"
122661,CENSUSBLOCK,"8013"
122662,CENSUSBLOCK,"1006"
122663,CENSUSBLOCK,"1000"
122664,CENSUSBLOCK,"1002"
122665,CENSUSBLOCK,"1003"
122666,CENSUSBLOCK,"1003"
122667,CENSUSBLOCK,"2008"
122668,CENSUSBLOCK,"2009"
122669,CENSUSBLOCK,"2010"
122670,CENSUSBLOCK,"1002"
123054,CENSUSBLOCK,"2001"
123055,CENSUSBLOCK,"2003"
123056,CENSUSBLOCK,"2006"
123057,CENSUSBLOCK,"2006"
123058,CENSUSBLOCK,"1003"
123059,CENSUSBLOCK,"1006"
122963,CENSUSBLOCK,"2006"
122964,CENSUSBLOCK,"2007"
122965,CENSUSBLOCK,"1002"
122966,CENSUSBLOCK,"1003"
122967,CENSUSBLOCK,"1007"
122968,CENSUSBLOCK,"1000"
122969,CENSUSBLOCK,"1098"
122970,CENSUSBLOCK,"1015"
122971,CENSUSBLOCK,"1019"
122972,CENSUSBLOCK,"3010"
122973,CENSUSBLOCK,"3005"
122974,CENSUSBLOCK,"1038"
122975,CENSUSBLOCK,"1031"
122976,CENSUSBLOCK,"0001"
122977,CENSUSBLOCK,"1002"
122978,CENSUSBLOCK,"3002"
122979,CENSUSBLOCK,"2004"
122980,CENSUSBLOCK,"2005"
122981,CENSUSBLOCK,"2000"
122982,CENSUSBLOCK,"2001"
122983,CENSUSBLOCK,"2002"
122984,CENSUSBLOCK,"1006"
122985,CENSUSBLOCK,"1005"
122986,CENSUSBLOCK,"1014"
122987,CENSUSBLOCK,"1027"
122988,CENSUSBLOCK,"1028"
122989,CENSUSBLOCK,"2012"
122990,CENSUSBLOCK,"2021"
122991,CENSUSBLOCK,"2028"
122992,CENSUSBLOCK,"2030"
122993,CENSUSBLOCK,"1013"
122994,CENSUSBLOCK,"1003"
122995,CENSUSBLOCK,"3003"
122996,CENSUSBLOCK,"1004"
122997,CENSUSBLOCK,"3004"
122998,CENSUSBLOCK,"5000"
122999,CENSUSBLOCK,"1021"
123000,CENSUSBLOCK,"1002"
123001,CENSUSBLOCK,"1046"
123002,CENSUSBLOCK,"2004"
123003,CENSUSBLOCK,"2005"
123004,CENSUSBLOCK,"2002"
123005,CENSUSBLOCK,"2003"
123006,CENSUSBLOCK,"3004"
123007,CENSUSBLOCK,"3005"
123008,CENSUSBLOCK,"1010"
123009,CENSUSBLOCK,"1016"
123010,CENSUSBLOCK,"2006"
123011,CENSUSBLOCK,"1008"
123012,CENSUSBLOCK,"1007"
123013,CENSUSBLOCK,"1009"
123014,CENSUSBLOCK,"1011"
123015,CENSUSBLOCK,"1012"
122910,CENSUSBLOCK,"1009"
122911,CENSUSBLOCK,"1006"
122912,CENSUSBLOCK,"1008"
122913,CENSUSBLOCK,"1017"
122914,CENSUSBLOCK,"2039"
122915,CENSUSBLOCK,"1000"
122916,CENSUSBLOCK,"1001"
122917,CENSUSBLOCK,"2008"
122918,CENSUSBLOCK,"1029"
122919,CENSUSBLOCK,"1030"
122920,CENSUSBLOCK,"1004"
122921,CENSUSBLOCK,"1005"
122922,CENSUSBLOCK,"2008"
122923,CENSUSBLOCK,"2007"
122924,CENSUSBLOCK,"1006"
122925,CENSUSBLOCK,"2001"
122926,CENSUSBLOCK,"4001"
122927,CENSUSBLOCK,"2004"
122928,CENSUSBLOCK,"1006"
122929,CENSUSBLOCK,"2006"
122930,CENSUSBLOCK,"1003"
122931,CENSUSBLOCK,"1004"
122932,CENSUSBLOCK,"1010"
122933,CENSUSBLOCK,"1000"
122934,CENSUSBLOCK,"1001"
122935,CENSUSBLOCK,"3014"
122936,CENSUSBLOCK,"1028"
122937,CENSUSBLOCK,"1028"
122938,CENSUSBLOCK,"1018"
122939,CENSUSBLOCK,"1006"
122940,CENSUSBLOCK,"1014"
122941,CENSUSBLOCK,"1019"
122942,CENSUSBLOCK,"1017"
122943,CENSUSBLOCK,"1002"
122944,CENSUSBLOCK,"3012"
122945,CENSUSBLOCK,"3013"
122946,CENSUSBLOCK,"2000"
122947,CENSUSBLOCK,"2001"
122948,CENSUSBLOCK,"1009"
122949,CENSUSBLOCK,"1010"
122950,CENSUSBLOCK,"1005"
122951,CENSUSBLOCK,"1008"
122952,CENSUSBLOCK,"1010"
122953,CENSUSBLOCK,"3007"
122954,CENSUSBLOCK,"4010"
122955,CENSUSBLOCK,"1028"
122956,CENSUSBLOCK,"1031"
123234,CENSUSBLOCK,"1003"
123235,CENSUSBLOCK,"1002"
123236,CENSUSBLOCK,"1004"
123237,CENSUSBLOCK,"1016"
123238,CENSUSBLOCK,"1017"
